,address,city,n_reviews,number_restaurants,rating,restaurant_link,restaurant_name,restaurant_number
455,"Capitol Hill
Located in Chophouse Row
(206) 755-8606",Redmond,67,2525,3.5,https://www.yelp.com/biz/marmite-seattle,Marmite,184
456,"Located in Hyatt Regency Bellevue on Seattle's Eastside
(425) 698-4151",Redmond,198,2525,4.0,https://www.yelp.com/biz/eques-bellevue,Eques,384
457,"Harbor City
1206 W Pacific Coast Hwy
Harbor City, CA 90710
(310) 517-0445",Redondo Beach,196,2239,4.5,https://www.yelp.com/biz/philipos-pizza-and-pasta-harbor-city,Philipo’s Pizza & Pasta,147
458,"1238 Hermosa Ave
Hermosa Beach, CA 90254
(310) 379-1829",Redondo Beach,447,2239,4.0,https://www.yelp.com/biz/dia-de-campo-hermosa-beach,Dia De Campo,347
459,"Torrance
2515 Torrance Blvd
Torrance, CA 90503
(310) 613-8919",Redondo Beach,596,2239,4.5,https://www.yelp.com/biz/sushi-n-go-torrance,Sushi N Go,547
460,"229 Main St
El Segundo, CA 90245
(310) 640-0014",Redondo Beach,288,2239,4.0,https://www.yelp.com/biz/havana-sandwich-company-el-segundo,Havana Sandwich Company,747
461,"15134 S Western Ave
Gardena, CA 90249
(310) 327-7070",Redondo Beach,281,2239,3.5,https://www.yelp.com/biz/hwangs-restaurant-gardena,Hwang’s Restaurant,947
462,"351 W Washington Ave
Sunnyvale, CA 94087
(408) 245-4350",Redwood City,1002,3029,4.0,https://www.yelp.com/biz/kabul-afghan-cuisine-sunnyvale-2,Kabul Afghan Cuisine,44
463,"1754 Laurel St
San Carlos, CA 94070
(650) 592-4227",Redwood City,473,3029,4.0,https://www.yelp.com/biz/3-pigs-bbq-san-carlos-3,3 Pigs BBQ,244
464,"820 Veterans Blvd
Redwood City, CA 94063
(650) 261-1377",Redwood City,145,3029,3.5,https://www.yelp.com/biz/chef-chens-redwood-city,Chef Chen’s,444
465,"811 Cherry Ave
San Bruno, CA 94066
(650) 952-3189",Redwood City,135,3029,4.0,https://www.yelp.com/biz/hashes-and-brews-san-bruno,Hashes & Brews,644
466,"2855 Middlefield Rd
Redwood City, CA 94063",Redwood City,11,3029,4.0,https://www.yelp.com/biz/catrinas-taqueria-redwood-city-2,Catrinas Taqueria,844
467,"Sparks
380 Freeport Blvd
Sparks, NV 89431
(775) 359-1990",Reno,1,1011,3.0,https://www.yelp.com/biz/on-street-grill-sparks,On Street Grill,126
468,"475 S Arlington Ave
Reno, NV 89501
(775) 348-7481",Reno,381,1011,4.0,https://www.yelp.com/biz/the-brewers-cabinet-reno,The Brewer’s Cabinet,326
469,"3981 S McCarran Blvd
Reno, NV 89502
(775) 828-2441",Reno,75,1011,4.0,https://www.yelp.com/biz/juicys-giant-hamburgers-reno-2,Juicy’s Giant Hamburgers,526
470,"Located in Peppermill Reno
(775) 826-2121",Reno,22,1011,2.5,https://www.yelp.com/biz/cafe-espresso-reno,Cafe Espresso,726
471,"Reno, NV",Reno,0,1011,-1.0,https://www.yelp.com/biz/the-reno-meatball-company-reno,The Reno Meatball Company,926
472,"Downtown
100 E Cary St
Richmond, VA 23219
(804) 643-9736",Richmond,18,1614,3.0,https://www.yelp.com/biz/cary-100-restaurant-and-lounge-richmond,Cary 100 Restaurant & Lounge,97
473,"The Fan
411 N Harrison St
Richmond, VA 23220
(804) 204-1844",Richmond,146,1614,4.0,https://www.yelp.com/biz/hibachi-box-richmond,Hibachi Box,297
474,"Dumbarton
4086 Crockett St
Richmond, VA 23228
(804) 612-1891",Richmond,99,1614,4.0,https://www.yelp.com/biz/la-cabana-richmond,La Cabana,497
475,"Laurel
8052 W Broad St
Richmond, VA 23294
(804) 747-9573",Richmond,88,1614,3.5,https://www.yelp.com/biz/kabuto-japanese-house-of-steaks-richmond,Kabuto Japanese House of Steaks,697
476,"Mechanicsville
9502 Chamberlayne Rd
Mechanicsville, VA 23116
(804) 746-2666",Richmond,53,1614,4.0,https://www.yelp.com/biz/giovannis-pizza-pasta-and-subs-mechanicsville,Giovanni’s Pizza Pasta & Subs,897
477,"East Sacramento
1420 65th St
Sacramento, CA 95819
(916) 400-4639",Sacramento,97,2164,3.5,https://www.yelp.com/biz/the-sandwich-spot-sacramento-6,The Sandwich Spot,981
478,"5595 Hillsdale Blvd
Sacramento, CA 95842
(916) 338-1633",Sacramento,80,2164,4.5,https://www.yelp.com/biz/rich-express-chinese-food-sacramento,Rich Express Chinese Food,191
479,"6471 Stockton Blvd
Sacramento, CA 95823
(916) 399-4918",Sacramento,101,2164,4.0,https://www.yelp.com/biz/seafood-house-quan-oc-sacramento-5,Seafood House Quan Oc,391
480,"Downtown
1008 J St
Sacramento, CA 95814
(916) 448-8922",Sacramento,231,2164,4.0,https://www.yelp.com/biz/kims-vietnamese-sacramento,Kim’s Vietnamese,591
481,"Midtown, East Sacramento
3020 H St
Sacramento, CA 95816
(916) 321-9321",Sacramento,147,2164,4.5,https://www.yelp.com/biz/tiferet-coffee-house-sacramento-2,Tiferet Coffee House,791
482,"Tower Grove East
3212 S Grand Blvd
Saint Louis, MO 63118
(314) 932-1034",Saint Louis,98,1994,4.5,https://www.yelp.com/biz/brasilia-saint-louis,Brasilia,322
483,"11423 Olive Blvd
St. Louis, MO 63141
(314) 274-8046",Saint Louis,158,1994,4.5,https://www.yelp.com/biz/nudo-house-stl-st-louis,Nudo House STL,522
484,"740 Demun Ave
Clayton, MO 63105
(314) 725-0322",Saint Louis,174,1994,4.0,https://www.yelp.com/biz/demun-oyster-bar-clayton,Demun Oyster Bar,722
485,"Bevo Mill
4561 Gravois Ave
St. Louis, MO 63116
(314) 282-0772",Saint Louis,62,1994,3.0,https://www.yelp.com/biz/mariscos-el-gato-st-louis,Mariscos El Gato,922
486,"Downtown
Saint Louis, MO",Saint Louis,1,1994,5.0,https://www.yelp.com/biz/finger-foodies-saint-louis,Finger Foodies,132
487,"Highland
2014 Ford Pkwy
Saint Paul, MN 55116
(651) 698-7522",Saint Paul,16,1697,2.5,https://www.yelp.com/biz/leeann-chin-cuisine-saint-paul-2,Leeann Chin Cuisine,164
488,"Midway
333 University Ave W
Saint Paul, MN 55103
(651) 224-4300",Saint Paul,130,1697,3.5,https://www.yelp.com/biz/bangkok-thai-deli-saint-paul-2,Bangkok Thai Deli,364
489,"3200 E 81st St
Bloomington, MN 55425
(952) 922-1234",Saint Paul,59,1697,4.0,https://www.yelp.com/biz/urbana-craeft-kitchen-bloomington,Urbana Craeft Kitchen,564
490,"Midway
1464 1/2 University Ave W
Saint Paul, MN 55104
(651) 646-1091",Saint Paul,12,1697,3.5,https://www.yelp.com/biz/golden-gate-caf%C3%A9-saint-paul-2,Golden Gate Café,764
491,"Downtown St. Paul
401 Robert St N
Saint Paul, MN 55101
(651) 292-8686",Saint Paul,7,1697,4.5,https://www.yelp.com/biz/caribou-coffee-saint-paul-14,Caribou Coffee,964
492,"831 Lancaster Dr NE
Salem, OR 97301
(503) 779-1099",Salem,0,653,-1.0,https://www.yelp.com/biz/pizza-schmizza-salem,Pizza Schmizza,128
493,"3301 Market St NE
Salem, OR 97301
(503) 370-7997",Salem,38,653,3.5,https://www.yelp.com/biz/willamette-valley-grill-salem-2,Willamette Valley Grill,328
494,"5005 Commercial St SE
Salem, OR 97302
(503) 581-9475",Salem,48,653,2.0,https://www.yelp.com/biz/sharis-cafe-and-pies-salem,Shari’s Cafe & Pies,528
495,"4020 Commercial St SE
Salem, OR 97302
(503) 581-3683",Salem,8,653,2.5,https://www.yelp.com/biz/mcdonalds-salem-9,McDonald’s,75
496,"1830 W 3500th S
Salt Lake City, UT 84119
(801) 972-5807",Salt Lake City,24,1728,4.0,https://www.yelp.com/biz/casa-peru-salt-lake-city,Casa Peru,436
497,"East Central, Salt Lake City
Salt Lake City, UT 84105
(801) 828-7663",Salt Lake City,7,1728,5.0,https://www.yelp.com/biz/urban-press-truck-salt-lake-city,Urban Press Truck,636
498,"Downtown, Salt Lake City
250 W 500th S
Salt Lake City, UT 84101
(801) 355-1210",Salt Lake City,64,1728,2.0,https://www.yelp.com/biz/dennys-salt-lake-city-4,Denny’s,836
499,"1824 W 3500th S
West Valley City, UT 84119
(801) 908-5167",Salt Lake City,27,1728,4.0,https://www.yelp.com/biz/la-palapa-mexican-restaurant-west-valley-city,La Palapa Mexican Restaurant,46
500,"Salt Lake City, Poplar Grove
55 N Redwood Rd
Salt Lake City, UT 84116
(801) 532-2689",Salt Lake City,27,1728,5.0,https://www.yelp.com/biz/the-official-that-sandwich-shop-salt-lake-city,The Official That Sandwich Shop,246
501,"751 N General McMullen Dr
San Antonio, TX 78228
(210) 437-4013",San Antonio,15,2618,4.0,https://www.yelp.com/biz/nachos-red-dragon-chinese-restaurant-san-antonio,Nacho’s Red Dragon Chinese Restaurant,661
502,"7701 Broadway St
San Antonio, TX 78209
(210) 805-8646",San Antonio,233,2618,4.0,https://www.yelp.com/biz/florios-pizza-san-antonio,Florio’s Pizza,861
503,"Alamo Heights
4820 Broadway
San Antonio, TX 78209
(210) 829-7279",San Antonio,85,2618,3.5,https://www.yelp.com/biz/la-madeleine-san-antonio-4,La Madeleine,71
504,"7427 San Pedro Ave
San Antonio, TX 78216
(210) 277-4770",San Antonio,185,2618,3.5,https://www.yelp.com/biz/shake-shack-san-antonio-6,Shake Shack,271
505,"Downtown
909 Broadway St
San Antonio, TX 78215
(210) 314-3596",San Antonio,310,2618,4.0,https://www.yelp.com/biz/augies-alamo-city-bbq-steakhouse-san-antonio-2,Augie’s Alamo City BBQ Steakhouse,471
506,"730 Kains Ave
San Bruno, CA 94066
(650) 952-4100",San Bruno,218,586,4.0,https://www.yelp.com/biz/seniores-pizza-san-bruno-4,Seniore’s Pizza,229
507,"San Francisco International Airport
Millbrae, CA 94030
(650) 821-0523",San Bruno,287,586,2.5,https://www.yelp.com/biz/go-bistro-asian-fusion-bar-and-grill-millbrae,Go Bistro Asian Fusion Bar & Grill,429
508,"Serving Burlingame and the Surrounding Area
(415) 370-7721",San Bruno,1,586,5.0,https://www.yelp.com/biz/tokyo-meet-hanoi-burlingame-2,Tokyo Meet Hanoi,43
509,"663 Laurel St
San Carlos, CA 94070
(650) 453-3388",San Carlos,94,521,4.0,https://www.yelp.com/biz/the-wine-project-san-carlos,The Wine Project,227
510,"2610 Broadway St
Redwood City, CA 94063
(650) 298-9900",San Carlos,520,521,3.5,https://www.yelp.com/biz/pho-dong-restaurant-redwood-city,Pho Dong Restaurant,427
511,"1205 Broadway St
Redwood City, CA 94063
(408) 515-1770",San Carlos,18,521,2.0,https://www.yelp.com/biz/jack-in-the-box-redwood-city,Jack In The Box,106
512,"Hillcrest
111 Washington St
San Diego, CA 92103
(619) 291-3341",San Diego,2906,3879,4.5,https://www.yelp.com/biz/bronx-pizza-san-diego,Bronx Pizza,713
513,"Hillcrest
3766 5th Ave
San Diego, CA 92103
(619) 296-4173",San Diego,1927,3879,4.0,https://www.yelp.com/biz/babycakes-san-diego-2,Babycakes,913
514,"10435 San Diego Mission Rd
San Diego, CA 92108
(619) 584-1836",San Diego,537,3879,4.0,https://www.yelp.com/biz/chiba-japanese-san-diego,Chiba Japanese,123
515,"Point Loma, Fleetridge
2907 Shelter Island Dr
San Diego, CA 92106
(619) 795-8424",San Diego,902,3879,4.0,https://www.yelp.com/biz/supannee-house-of-thai-san-diego-4,Supannee House of Thai,323
516,"Hillcrest
3683 5th Ave
San Diego, CA 92103
(619) 795-7890",San Diego,560,3879,4.5,https://www.yelp.com/biz/the-brew-project-san-diego-2,The Brew Project,523
517,"SoMa
294 9th St
San Francisco, CA 94103
(415) 800-8287",San Francisco,623,4874,4.0,https://www.yelp.com/biz/kama-sushi-san-francisco-10,Kama Sushi,15
518,"Lower Nob Hill, Union Square
809 Bush St
San Francisco, CA 94108
(415) 885-1325",San Francisco,994,4874,4.5,https://www.yelp.com/biz/tacorea-san-francisco,Tacorea,215
519,"Inner Richmond
3854 Geary Blvd
San Francisco, CA 94118
(415) 221-0305",San Francisco,1175,4874,4.0,https://www.yelp.com/biz/bella-trattoria-san-francisco,Bella Trattoria,415
520,"Marina/Cow Hollow
1449 Lombard St
San Francisco, CA 94123
(415) 292-2368",San Francisco,44,4874,4.5,https://www.yelp.com/biz/sugarhill-kitchen-san-francisco,Sugarhill Kitchen,615
521,"Parkside
733 Taraval St
San Francisco, CA 94116
(415) 564-6400",San Francisco,39,4874,4.0,https://www.yelp.com/biz/odumak-san-francisco-2,Odumak,815
522,"Fairgrounds
148 W Alma Ave
San Jose, CA 95110
(408) 293-3192",San Jose,29,3260,4.0,https://www.yelp.com/biz/pagoda-house-san-jose,Pagoda House,23
523,"Downtown
1411 The Alameda
San Jose, CA 95126
(408) 275-1411",San Jose,752,3260,4.0,https://www.yelp.com/biz/zona-rosa-san-jose,Zona Rosa,223
524,"Santa Teresa
6177 Santa Teresa Blvd
San Jose, CA 95123
(408) 809-7878",San Jose,386,3260,4.0,https://www.yelp.com/biz/oros-thai-restaurant-san-jose,Oros Thai Restaurant,423
525,"Willow Glen
895 Willow St
San Jose, CA 95125
(408) 993-8730",San Jose,403,3260,4.0,https://www.yelp.com/biz/new-indian-cuisine-san-jose,New Indian Cuisine,623
526,"North San Jose
3350 Zanker Rd
San Jose, CA 95134
(408) 824-9108",San Jose,725,3260,3.5,https://www.yelp.com/biz/patxis-pizza-san-jose,Patxi’s Pizza,823
527,"1019 B St
Hayward, CA 94541
(510) 221-6055",San Leandro,145,1290,3.5,https://www.yelp.com/biz/the-tree-house-hayward,The Tree House,531
528,"East Oakland
5395 Bancroft Ave
Oakland, CA 94601
(510) 863-2233",San Leandro,33,1290,4.0,https://www.yelp.com/biz/caffe-nonna-oakland,Caffe Nonna,731
529,"East Oakland
Oakland, CA 94601
(510) 322-0349",San Leandro,3,1290,5.0,https://www.yelp.com/biz/yoyos-mobile-kitchen-oakland,Yoyo’s Mobile Kitchen,931
530,"2475 Castro Valley Blvd
Castro Valley, CA 94546
(510) 581-4380",San Leandro,51,1290,3.0,https://www.yelp.com/biz/wendys-castro-valley,Wendy’s,141
532,"940 Commercial St
San Carlos, CA 94070
(650) 690-5073",San Mateo,5,1173,5.0,https://www.yelp.com/biz/ducks-and-dragons-bakery-san-carlos-2,Ducks And Dragons Bakery,940
533,"San Mateo, CA 94401
(888) 482-5426",San Mateo,0,1173,-1.0,https://www.yelp.com/biz/il-fornaio-san-mateo,Il Fornaio,150
534,"1150 Paloma Ave
Burlingame, CA 94010
(650) 558-8800",San Mateo,871,1173,4.0,https://www.yelp.com/biz/shabu-house-burlingame,Shabu House,350
535,"570 S Norfolk St
San Mateo, CA 94401
(650) 347-1228",San Mateo,101,1173,3.0,https://www.yelp.com/biz/golden-wok-san-mateo,Golden Wok,550
536,"51 Millbrae Ave
Millbrae, CA 94030
(650) 692-6666",San Mateo,903,1173,3.0,https://www.yelp.com/biz/hong-kong-flower-lounge-millbrae-2,Hong Kong Flower Lounge,750
537,"3231 Macdonald Ave
Richmond, CA 94804
(510) 233-2502",San Rafael,2,1005,5.0,https://www.yelp.com/biz/el-paraiso-cafe-richmond,El Paraiso Cafe,944
538,"934 Diablo Ave
Novato, CA 94945
(415) 898-5414",San Rafael,17,1005,2.0,https://www.yelp.com/biz/subway-novato-3,Subway,154
539,"335 San Anselmo Ave
San Anselmo, CA 94960
(415) 454-9840",San Rafael,425,1005,4.0,https://www.yelp.com/biz/comforts-san-anselmo,Comforts,354
540,"775 Redwood Hwy Frontage Rd
Mill Valley, CA 94941
(415) 305-8020",San Rafael,12,1005,5.0,https://www.yelp.com/biz/happy-gyros-mill-valley,Happy Gyros,554
541,"2167 Meeker Ave
Richmond, CA 94804
(510) 680-5410",San Rafael,25,1005,3.0,https://www.yelp.com/biz/la-lupita-mexican-eatery-richmond,La Lupita Mexican Eatery,754
542,"7 E Anapamu St
Santa Barbara, CA 93101
(805) 845-7112",Santa Barbara,61,656,3.5,https://www.yelp.com/biz/smithy-kitchen-bar-santa-barbara,Smithy Kitchen + Bar,250
543,"220 Gray Ave
Santa Barbara, CA 93101",Santa Barbara,1,656,5.0,https://www.yelp.com/biz/zephyr-bar-b-cue-santa-barbara,Zephyr Bar-B-Cue,450
544,"5392 Hollister Ave
Goleta, CA 93111
(805) 845-2780",Santa Barbara,81,656,3.5,https://www.yelp.com/biz/crushcakes-cafe-and-simply-pies-goleta,Crushcakes Cafe & Simply Pies,650
545,"574 U C S B Campus
Santa Barbara, CA 93101
(805) 968-5878",Santa Barbara,0,656,-1.0,https://www.yelp.com/biz/gaucho-investment-and-management-santa-barbara,Gaucho Investment & Management,194
546,"5231 Stevens Creek Blvd
Santa Clara, CA 95051
(408) 243-0698",Santa Clara,126,2731,3.5,https://www.yelp.com/biz/house-of-bagels-santa-clara-3,House of Bagels,66
547,"North San Jose
3205 Edward Ave
Santa Clara, CA 95054
(408) 235-2350",Santa Clara,16,2731,5.0,https://www.yelp.com/biz/its-lunch-time-santa-clara,It’s Lunch Time,266
548,"155 E Maude Ave
Sunnyvale, CA 94085
(408) 735-7777",Santa Clara,526,2731,4.0,https://www.yelp.com/biz/gombei-bento-sunnyvale,Gombei Bento,466
549,"Willow Glen
1580 Hamilton Ave
San Jose, CA 95125
(408) 264-2011",Santa Clara,778,2731,3.5,https://www.yelp.com/biz/dry-creek-grill-san-jose,Dry Creek Grill,666
550,"373 E Campbell Ave
Campbell, CA 95008
(408) 370-0826",Santa Clara,652,2731,4.0,https://www.yelp.com/biz/la-pizzeria-campbell,La Pizzeria,866
551,"1148 Soquel Ave
Santa Cruz, CA 95062
(831) 425-2288",Santa Cruz,1491,457,4.5,https://www.yelp.com/biz/lillians-italian-kitchen-santa-cruz-2,Lillian’s Italian Kitchen,201
552,"2415 Mission St
Santa Cruz, CA 95060
(831) 423-9010",Santa Cruz,199,457,3.5,https://www.yelp.com/biz/upper-crust-pizza-and-pasta-santa-cruz,Upper Crust Pizza & Pasta,401
553,"Pacific Garden Mall
Santa Cruz, CA 95060",Santa Cruz,0,457,-1.0,https://www.yelp.com/biz/aqua-blue-restaurant-santa-cruz,Aqua Blue Restaurant,144
554,"1851 St Michaels Dr
Santa Fe, NM 87505
(505) 820-0643",Santa Fe,36,432,4.0,https://www.yelp.com/biz/sunrise-cafe-santa-fe,Sunrise Cafe,353
555,"8376 Cerrillos Rd
Santa Fe, NM 87507
(505) 474-9500",Santa Fe,2,432,5.0,https://www.yelp.com/biz/el-cafe-santa-fe,El Cafe,121
556,"132 W Water St
Santa Fe, NM 87501
(505) 983-1615",Santa Fe,128,432,3.5,https://www.yelp.com/biz/coyote-rooftop-cantina-santa-fe,Coyote Rooftop Cantina,321
557,"Mar Vista
3760 S Centinela Ave
Los Angeles, CA 90066
(310) 397-4676",Santa Monica,285,1548,4.0,https://www.yelp.com/biz/hannosuke-los-angeles,Hannosuke,832
558,"Venice
68 N Venice Blvd
Venice, CA 90291
(310) 305-2430",Santa Monica,98,1548,4.5,https://www.yelp.com/biz/bellissimo-venice-venice,Bellissimo Venice,42
559,"606 Broadway
Santa Monica, CA 90401
(310) 393-6633",Santa Monica,240,1548,4.5,https://www.yelp.com/biz/obic%C3%A0-mozzarella-bar-pizza-e-cucina-santa-monica-3,Obicà Mozzarella Bar Pizza e Cucina,242
560,"2424 Pico Blvd
Santa Monica, CA 90405
(310) 581-4201",Santa Monica,13,1548,4.0,https://www.yelp.com/biz/lunetta-dining-room-and-bar-santa-monica-2,Lunetta Dining Room & Bar,442
561,"2200 Colorado Ave
Santa Monica, CA 90404
(424) 433-8050",Santa Monica,6,1548,3.5,https://www.yelp.com/biz/whatsub-santa-monica,WhatSUB,642
562,"Serving San Bruno and the Surrounding Area
(415) 935-0696",Santa Rosa,81,818,3.5,https://www.yelp.com/biz/the-boneyard-san-bruno-3,The Boneyard,15
563,"521 Adams St
Santa Rosa, CA 95401
(707) 546-5100",Santa Rosa,960,818,4.0,https://www.yelp.com/biz/starks-steak-and-seafood-santa-rosa-17,Stark’s,215
564,"791 Montecito Ctr
Santa Rosa, CA 95409
(707) 538-2642",Santa Rosa,68,818,4.0,https://www.yelp.com/biz/taqueria-santa-rosa-santa-rosa-3,Taqueria Santa Rosa,415
565,"100 Brown St
Sebastopol, CA 95472
(707) 824-4800",Santa Rosa,161,818,4.0,https://www.yelp.com/biz/king-falafel-sebastopol,King Falafel,615
567,"1 Blackfield Dr
Tiburon, CA 94920
(415) 388-7800",Sausalito,61,144,4.0,https://www.yelp.com/biz/foodniks-tiburon,Foodniks,3
568,"606 Abercorn St
Savannah, GA 31401
(912) 239-6950",Savannah,86,932,4.0,https://www.yelp.com/biz/cuoco-pazzo-cucina-italiana-savannah-2,Cuoco Pazzo Cucina Italiana,269
569,"7084 Hodgson Memorial Dr
Savannah, GA 31406
(912) 355-8876",Savannah,17,932,4.0,https://www.yelp.com/biz/yohane-savannah,Yohane,469
570,"246 W Broughton St
Savannah, GA 31401
(912) 236-4494",Savannah,6,932,4.0,https://www.yelp.com/biz/mcdonalds-savannah-26,McDonald’s,669
571,"601 Martin Luther King Jr Blvd
Savannah, GA 31401
(912) 234-9906",Savannah,7,932,1.5,https://www.yelp.com/biz/burger-king-savannah-4,Burger King,869
572,"114 Woodpecker Trl
Guyton, GA 31312
(912) 659-1183",Savannah,0,932,-1.0,https://www.yelp.com/biz/always-good-bbq-guyton,Always Good BBQ,137
573,"55 E Irving Park Rd
Roselle, IL 60172
(630) 582-1900",Schaumburg,163,2548,4.0,https://www.yelp.com/biz/italian-pizza-kitchen-roselle,Italian Pizza Kitchen,509
574,"5N105 Illinois 53
Itasca, IL 60143
(630) 285-9200",Schaumburg,47,2548,4.0,https://www.yelp.com/biz/demarcos-restaurant-itasca,DeMarco’s Restaurant,709
575,"800 S Il Route 59
Bartlett, IL 60103
(630) 580-0168",Schaumburg,138,2548,3.5,https://www.yelp.com/biz/tokyo-steakhouse-ii-bartlett,Tokyo Steakhouse II,909
576,"142 E Lake St
Bloomingdale, IL 60108
(630) 295-9888",Schaumburg,83,2548,3.5,https://www.yelp.com/biz/bentleys-pancake-house-bloomingdale,Bentley’s Pancake House,119
577,"225 W Golf Rd
Schaumburg, IL 60195
(847) 380-2658",Schaumburg,224,2548,3.5,https://www.yelp.com/biz/thai-garden-schaumburg,Thai Garden,319
578,"7120 E Becker Ln
Scottsdale, AZ 85254
(480) 443-7162",Scottsdale,1,790,5.0,https://www.yelp.com/biz/centro-paninoteca-kitchen-scottsdale,Centro Paninoteca Kitchen,681
579,"15279 N Scottsdale Rd
Scottsdale, AZ 85260",Scottsdale,0,790,-1.0,https://www.yelp.com/biz/tks-bar-and-grill-scottsdale,TK’s Bar & Grill,91
580,"7366 E Shea Blvd
Scottsdale, AZ 85260
(480) 596-2987",Scottsdale,201,790,4.5,https://www.yelp.com/biz/coconuts-fish-cafe-scottsdale-3,Coconut’s Fish Cafe,291
581,"14884 North Pima Rd
Scottsdale, AZ 85260
(480) 991-4976",Scottsdale,30,790,3.5,https://www.yelp.com/biz/the-simple-greek-scottsdale-3,The Simple Greek,491
582,"First Hill
1201 10th Ave
Seattle, WA 98122
(206) 790-0967",Seattle,39,3576,4.5,https://www.yelp.com/biz/slab-sandwiches-pie-seattle,Slab Sandwiches + Pie,36
583,"Magnolia
Located in Elliott Bay Marina
(206) 285-1000",Seattle,1157,3576,4.0,https://www.yelp.com/biz/palisade-seattle,Palisade,236
584,"Belltown
Located in Belltown Court Condos
(206) 443-9844",Seattle,1778,3576,4.5,https://www.yelp.com/biz/shiros-seattle,Shiro’s,436
585,"Alki
2800 Alki Ave SW
Seattle, WA 98116
(206) 938-4112",Seattle,213,3576,4.0,https://www.yelp.com/biz/sunfish-seattle,Sunfish,636
586,"Junction, Fairmount Park
4752 California Ave SW
Seattle, WA 98116
(425) 417-6797",Seattle,148,3576,4.0,https://www.yelp.com/biz/great-american-diner-and-bar-seattle-2,Great American Diner & Bar,836
587,"Edgewater
6120 N Broadway St
Chicago, IL 60660
(773) 338-6100",Skokie,667,2142,4.0,https://www.yelp.com/biz/ethiopian-diamond-chicago,Ethiopian Diamond,952
588,"2132 Waukegan Rd
Glenview, IL 60025
(847) 724-7440",Skokie,84,2142,3.5,https://www.yelp.com/biz/valley-lodge-restaurant-glenview,Valley Lodge Restaurant,162
589,"5300 Old Orchard Rd
Skokie, IL 60077
(847) 470-8600",Skokie,1,2142,5.0,https://www.yelp.com/biz/life-cafe-skokie,Life Cafe,362
590,"650 N Northwest Hwy
Park Ridge, IL 60068
(847) 653-6282",Skokie,115,2142,4.0,https://www.yelp.com/biz/cafe-orchid-park-ridge,Cafe Orchid,562
591,"West Rogers Park
3100 W Devon Ave
Chicago, IL 60659
(773) 942-7541",Skokie,126,2142,4.0,https://www.yelp.com/biz/taza-bakery-chicago,Taza Bakery,762
592,"321 Boston Ave
Medford, MA 02155
(781) 219-3269",Somerville,60,4123,4.0,https://www.yelp.com/biz/tasty-cafe-on-the-hill-medford,Tasty Cafe on the Hill,850
593,"Downtown
26 Temple Pl
Boston, MA 02111
(617) 292-2626",Somerville,146,4123,4.0,https://www.yelp.com/biz/cafe-26-boston-2,Cafe 26,60
594,"257 Washington St
Somerville, MA 02143
(617) 718-0958",Somerville,148,4123,4.0,https://www.yelp.com/biz/juliet-somerville,Juliet,260
595,"South Boston
28 W Broadway
Boston, MA 02127
(617) 315-7829",Somerville,87,4123,4.5,https://www.yelp.com/biz/the-maiden-boston,The Maiden,460
596,"Teele Square
1159 Broadway
Somerville, MA 02144
(617) 718-0211",Somerville,8,4123,4.5,https://www.yelp.com/biz/knight-moves-cafe-somerville,Knight Moves Cafe,660
597,"19315 Sonoma Hwy
Sonoma, CA 95476
(707) 933-9496",Sonoma,0,121,-1.0,https://www.yelp.com/biz/mi-ranchito-sonoma,Mi Ranchito,60
598,"3160 US Hwy 50
South Lake Tahoe, CA 96150
(530) 577-2364",South Lake Tahoe,87,238,4.0,https://www.yelp.com/biz/bob-dog-pizza-south-lake-tahoe-4,Bob Dog Pizza,33
599,"900 Ski Run Blvd
South Lake Tahoe, CA 96150
(530) 542-2600",South Lake Tahoe,899,238,3.5,https://www.yelp.com/biz/riva-grill-on-the-lake-south-lake-tahoe,Riva Grill On the Lake,233
600,"1009 N Wilson Way
Stockton, CA 95205
(209) 948-2573",Stockton,11,713,1.5,https://www.yelp.com/biz/mcdonalds-stockton-11,McDonald’s,84
601,"501 N Lincoln Ctr
Stockton, CA 95207
(209) 477-6133",Stockton,430,713,3.5,https://www.yelp.com/biz/papapavlos-bistro-and-bar-stockton,Papapavlo’s Bistro & Bar,284
602,"123 Lincoln Ctr
Stockton, CA 95207
(209) 951-2284",Stockton,117,713,3.5,https://www.yelp.com/biz/noahs-bagels-stockton,Noah’s Bagels,484
603,"4663 Pacific Ave
Stockton, CA 95207
(209) 473-4744",Stockton,11,713,3.0,https://www.yelp.com/biz/subway-stockton-25,Subway,684
604,"Wilshire Center, Koreatown
3450 W 6th St
Los Angeles, CA 90020
(213) 674-7292",Studio City,22,5164,5.0,https://www.yelp.com/biz/king-kong-roll-n-teriyaki-los-angeles-3,King Kong Roll N Teriyaki,59
605,"Studio City
11943 Ventura Blvd
Studio City, CA 91604
(818) 506-9015",Studio City,704,5164,4.5,https://www.yelp.com/biz/hope-studio-city,HOPE,259
606,"Sherman Oaks
15013 Ventura Blvd
Los Angeles, CA 91403
(818) 990-1791",Studio City,90,5164,4.0,https://www.yelp.com/biz/modo-mio-cucina-rustica-los-angeles,Modo Mio Cucina Rustica,459
607,"Sherman Oaks
14622 Ventura Blvd
Sherman Oaks, CA 91403
(818) 788-0330",Studio City,1087,5164,4.0,https://www.yelp.com/biz/on-the-thirty-sherman-oaks,On The Thirty,659
